OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
984,Scotland,103000000017277,Glen Quoich,103000000017277,Lude and Invergarry Farms Group 1,Under Development,Broadleaved (>80%),Unknown,46.62398355,7,c69f4e9f-ec08-45a1-8abf-25c9a00ed671
985,Scotland,103000000017277,Glen Quoich,103000000017277,Lude and Invergarry Farms Group 1,Under Development,Open ground,Unknown,12.43504627,7,43627d63-4e20-42f6-b101-ecc0e08fccd4
986,Scotland,104000000026893,Conhess NWC,103000000017195,MSFLM Group 3,Validated,Open ground,18FGS33741,3.41211575,7,711f76de-7842-45c0-8421-c6addb8260ab
987,Scotland,104000000026679,Dunlossit Planting Phase 1,n/a,n/a,Validated,Broadleaved (>80%),18FGS28458,115.84164521,7,47e996b2-33ec-431e-b227-e4a83f168769
988,Scotland,104000000026552,Allt Bhran,n/a,n/a,Validated,Natural regeneration,18FGS29759,6.59825913,7,4b6cc0bc-6660-4983-9ae3-0b72074bfe89
989,Scotland,104000000026825,Fairgirth,n/a,n/a,Under Development,Conifer (>80%),Unknown,26.3620128,7,eedd7afc-c7ee-493e-ac68-90c1460268fd
990,Scotland,104000000026825,Fairgirth,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,2.26645633,7,2ad48514-7f65-454f-a832-6e02d7d03b66
991,Scotland,104000000026825,Fairgirth,n/a,n/a,Under Development,Open ground,Unknown,3.00585588,7,8f77887d-5376-4a6b-9ea7-a23d8aedbb7a
992,Scotland,104000000028046,Cringletie,103000000017216,2021 Group,Under Development,Open ground,Unknown,0.76893219,7,e6348f5c-a732-4a37-b35b-6cc2428ce284
993,Scotland,104000000028046,Cringletie,103000000017216,2021 Group,Under Development,Mixed predominantly conifer (50-80%),Unknown,1.61531077,7,a72a2b8e-0b77-46fb-9504-b59018342e7a
994,Scotland,104000000028046,Cringletie,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,2.07491144,7,059365b9-0058-49ee-bfbd-1d277d4b4ec7
995,Scotland,104000000026809,Edgerston Tofts,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,27.03179359,7,06622fc3-0f4d-4bd7-914f-d4fb627b0885
996,Scotland,104000000026809,Edgerston Tofts,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,7.48823704,7,6fcdab88-2836-4d8a-a811-44138c941d55
997,Scotland,104000000026809,Edgerston Tofts,103000000017216,2021 Group,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,10.58486847,7,d1090c18-4311-4e7b-94fb-c37345267e0f
998,Scotland,104000000026809,Edgerston Tofts,103000000017216,2021 Group,Under Development,Open ground,Unknown,55.96842872,7,e893dacf-f9d7-4c00-b29e-979c0086fa85
999,Scotland,104000000027404,Ferneylea,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,5.63818102,7,ba69a63e-8e12-4f8c-a170-1606512c571a
1000,Scotland,104000000027404,Ferneylea,103000000017216,2021 Group,Under Development,Open ground,Unknown,0.738839,7,0815f6af-016c-40f3-a913-d95c7b4cee50
1001,Scotland,104000000027177,Riccalton,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,32.13904095,7,e6f1ec8e-b08e-4bf5-b7fa-96662df11ce1
1002,Scotland,104000000027177,Riccalton,103000000017216,2021 Group,Under Development,Mixed predominantly conifer (50-80%),Unknown,4.34992432,7,6dd93130-e252-45a6-9e2e-14201d838244
1003,Scotland,104000000027177,Riccalton,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,6.37812459,7,23a1151a-6e81-47f7-839e-d9030a4aa0aa
1004,Scotland,104000000027177,Riccalton,103000000017216,2021 Group,Under Development,Open ground,Unknown,2.44935301,7,ed601577-93bc-4276-b5f0-1f44d9dd7437
1005,Scotland,104000000027409,Overwells,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,2.13123406,7,24e8d57c-75bc-4c32-922c-737314b771b2
1006,Scotland,104000000027409,Overwells,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,0.88972348,7,95e64882-d2c2-4108-9ac3-d034d81d6889
1007,Scotland,104000000027409,Overwells,103000000017216,2021 Group,Under Development,Open ground,Unknown,0.40178229,7,92d787dd-97fa-4ffd-9b3a-45d05bce8fa1
1008,Scotland,104000000026219,Harehead,103000000017216,2021 Group,Under Development,Open ground,Unknown,3.13452626,7,2bb022c6-cd82-4044-bad1-a161b44bf8be
1009,Scotland,104000000026219,Harehead,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,15.4006261,7,ec64cd59-1f75-4454-ab31-e0d4f200d26b
1010,Scotland,104000000026219,Harehead,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,2.91545761,7,4753182a-d60a-495e-b277-2445cd145b53
1011,Scotland,104000000026953,Kirkmabreck,n/a,n/a,Under Development,Open ground,Unknown,22.68463427,7,ae3e5186-0c6b-4597-b6a5-8d1be4a93818
1012,Scotland,104000000026953,Kirkmabreck,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,24.44318741,7,4da4a178-b9fd-4728-b783-09366264c4c7
1013,Scotland,104000000026953,Kirkmabreck,n/a,n/a,Under Development,Conifer (>80%),Unknown,50.44341218,7,18cb855d-f7ac-4c50-aaaa-afd850b27432
1014,Scotland,104000000026953,Kirkmabreck,n/a,n/a,Under Development,Existing woodland,Unknown,0.88839134,7,41a9a149-8585-4882-9d05-6f73be04eb19
1015,Scotland,104000000026552,Allt Bhran,n/a,n/a,Validated,Existing woodland,18FGS29759,84.35554057,7,2822e94d-bebb-470f-bbe0-994e5ee46a90
1016,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Existing woodland,P0000288,3.51018747,7,34117789-b148-4757-85bd-e9d835a4e40d
1017,Wales,104000000026248,Froghall Trust,n/a,n/a,Validated,Open ground,P0000185v4 -P0000315,0.54184359,7,af014337-3309-42fe-8b46-fd49fc70df67
1018,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Conifer (>80%),"17FGS19397, 17FGS21057,  17FGS24019",61.27067784,7,bdd8a1f4-f036-4894-a6e9-8c8499c49115
1019,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Broadleaved (>80%),"17FGS19397, 17FGS21057,  17FGS24019",7.98388138,7,a84515c0-5299-4146-850a-6728d65492e9
1020,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Conifer (>80%),"17FGS19397, 17FGS21057,  17FGS24019",6.02525126,7,021d200f-0636-4f43-93cd-73e41acd864b
1021,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Broadleaved (>80%),"17FGS19397, 17FGS21057,  17FGS24019",1.61991043,7,297317b6-c8f8-4e07-b07e-f9346b644204
1022,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Conifer (>80%),"17FGS19397, 17FGS21057,  17FGS24019",1.13078042,7,2afa9bf7-f139-4e29-87c6-9d3b539fcc15
1023,Scotland,104000000027104,West Heads,n/a,n/a,Under Development,Open ground,"17FGS19397, 17FGS21057,  17FGS24019",35.01448195,7,fadde687-d10a-46dc-95b1-e63b61e06a63
1024,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Open ground,Unknown,130.07272495,7,8cc85ad8-d606-4664-8c88-b6b8d2b9720c
1025,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Conifer (>80%),Unknown,150.24914789,7,9d2c0c77-cebc-47e8-b154-aa204ed99173
1026,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Conifer (>80%),Unknown,5.01490178,7,effc376e-e36f-40c6-9a04-c24e2cce77cf
1027,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Conifer (>80%),Unknown,10.63292605,7,3b3d5c36-3c68-457d-ab2d-9b3ddbef518b
1028,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,6.47259417,7,41d2e991-7abf-4776-8ef7-b4b330440f8e
1029,Scotland,104000000027808,Furmiston,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,13.06136904,7,ac5a0fbf-54e2-437d-b9cf-d77f4a998769
1030,England,104000000027502,Benham Estate,103000000017247,Forest Carbon Group Scheme 13,Validated,Broadleaved (>80%),Unknown,3.86418515,7,db46467f-b959-483b-955b-70b2d64501be
1031,England,104000000027502,Benham Estate,103000000017247,Forest Carbon Group Scheme 13,Validated,Open ground,Unknown,0.61710261,7,8116b1d3-1b4c-4365-9d16-eaa0612f026d
1032,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,5.32276059,7,8276c5ce-b9a7-4158-b64a-32c352ed9d09
1033,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,39.13303242,7,aa0d253a-aba4-4ffa-b040-b4b5b755e513
1034,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,4.55828575,7,bedced0a-bd77-4646-9c32-e06384b59177
1035,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Mixed predominantly conifer (50-80%),Unknown,6.63015845,7,f2359813-7a3e-4307-808f-2d38500e16ff
1036,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,1.04796177,7,7d89fcc4-9676-49c4-9fea-00029adda02e
1037,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,15.80526197,7,2512ba98-53b6-45ff-8dbb-a162c561fcd6
1038,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,2.63311916,7,54829a3f-bdd6-4e75-9a8b-48100525cd1b
1039,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Open ground,Unknown,9.1495813,7,f3eadffc-ed51-4bb1-847b-d5c55faf2fad
1040,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Conifer (>80%),Unknown,0.12954472,7,e173c069-0ac4-461a-be54-d421355aebc4
1041,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,0.21404214,7,5aad6079-74ad-4d35-a895-0564210dd5ad
1042,Scotland,104000000026218,Blackhaugh,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,0.55471881,7,06e4eab1-2be4-4a0e-8f2a-dafdea1f7af9
1043,Scotland,104000000027177,Symington,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,3.23151398,7,d1c51a89-93c3-4931-9194-f181292297df
1044,Scotland,104000000028374,Bedsheil West,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,2.28703955,7,63cde42a-b8d4-4742-a2f7-1c41a8455fa6
1045,Scotland,104000000028374,Bedsheil West,103000000017216,2021 Group,Under Development,Open ground,Unknown,0.37825396,7,2381a704-f49b-47ed-b50d-17f4fc52b0f6
1046,Scotland,104000000028374,Bedsheil West,103000000017216,2021 Group,Under Development,Broadleaved (>80%),Unknown,0.44033053,7,1b65aabe-0ba7-4db9-b6c7-06e5bbf816e3
1047,England,104000000026478,Overton Native Woodlands,n/a,n/a,Validated,Broadleaved (>80%),CS 835838,6.71494045,7,5e4f2459-1165-4802-a873-f9a945c61ec2
1048,England,104000000026478,Overton Native Woodlands,n/a,n/a,Validated,Open ground,CS 835838,0.12410194,7,e7e43609-1bf0-425b-97c6-ba199a07a309
1049,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Mixed predominantly conifer (50-80%),20FGS54024-001,2.34722469,7,debb2287-1741-436d-94e0-0ffa774feba3
1050,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Existing woodland,20FGS54024-001,14.29193499,7,086df4bd-3df3-430d-8fd7-3a9e09ba5eb9
1051,Scotland,104000000028193,Montgreenan,n/a,n/a,Validated,Broadleaved (>80%),22FGS63750-00,13.54141518,7,9537d3b6-63ee-497e-8b47-a09effd658df
1052,Scotland,104000000028193,Montgreenan,n/a,n/a,Validated,Open ground,22FGS63750-00,1.71004131,7,39885de9-90d5-475f-aa20-e3f122481b2a
1053,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Broadleaved (>80%),20FGS54024-001,31.17189606,7,f532a4b8-2c80-4508-aa30-ba3ee77fa7b2
1054,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Broadleaved (>80%),20FGS54024-001,25.23728197,7,61729610-2765-486a-a34f-da81d2da25c0
1055,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Broadleaved (>80%),20FGS54024-001,33.84866533,7,08d49aee-dca8-4af2-8e60-3d268c270f82
1056,Scotland,104000000027072,Brisbane Mains,n/a,n/a,Validated,Open ground,20FGS54024-001,37.7701247,7,2fcd20ea-8864-43c4-a9c3-02fba48851dd
1057,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Mixed predominantly conifer (50-80%),Unknown,6.63552507,7,015023fe-fab4-47e9-8a0a-d1dc78d23566
1058,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,2.11626365,7,bfd46d52-efc0-40ea-b583-41068ad9fd86
1059,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Broadleaved (>80%),Unknown,7.14176973,7,ee180c34-b18e-4147-bcdb-69d95dba364c
1060,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Broadleaved (>80%),Unknown,8.91784633,7,047b677a-a5b2-4552-831c-7ff7fd00f99d
1061,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,1.56401453,7,399fcfef-c00d-4c62-9301-58e173ff8ae8
1062,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,2.07430103,7,a7168af3-b7e2-4b6d-aca0-a55091c7b344
1063,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,35.35894163,7,d2a6dca2-996f-4797-9595-96af8130e317
1064,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Open ground,Unknown,13.39867557,7,fceef6f3-89ae-404b-8f8e-2921381b3916
1065,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Kiers,Under Development,Open ground,Unknown,22.25891629,7,5ab5f05d-0be7-4d8f-ae37-09ae93bd565f
1066,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Broadleaved (>80%),Unknown,10.6379719,7,ceb8e9f2-27fb-42b3-b26d-0e49fc8e2258
1067,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Broadleaved (>80%),Unknown,6.33256951,7,0d1ad6f8-24b9-4c60-aa24-6eaf0e4cf7bd
1068,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,42.1734819,7,31294371-11a3-4b95-8f6d-f9892b62ced8
1069,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,3.62490481,7,ec730770-13d0-4e7f-8ac1-a07b33f7dde4
1070,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Conifer (>80%),Unknown,2.69611364,7,04448819-fcd0-4e07-9b2c-bd86d5c5e60f
1071,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Open ground,Unknown,9.83908221,7,2ffed4d0-20c2-41e6-8f5d-a6125be19558
1072,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Kiers,Under Development,Open ground,Unknown,3.33094468,7,de7c72e3-37f1-4836-9c7f-8e99e9932e1d
1073,Scotland,104000000027767,Lude Estate,103000000017277,Lude and Invergarry Farms Group 1,Under Development,Open ground,Unknown,47.44120613,7,a27431b3-98ff-4bfa-a915-6e96552f693f
1074,Scotland,104000000027767,Lude Estate,103000000017277,Lude and Invergarry Farms Group 1,Under Development,Broadleaved (>80%),Unknown,88.42911529,7,55fdbb47-7461-4626-bda8-d1ef967fa053
1075,Scotland,104000000027767,Lude Estate,103000000017277,Lude and Invergarry Farms Group 1,Under Development,Open ground,Unknown,5.56044269,7,47a3263e-cf4e-4d61-ab39-681b89e5d639
1076,Scotland,104000000028203,Woolplaw,n/a,n/a,Validated,Conifer (>80%),19FGS36038-001,23.06055231,7,7738aeb4-52da-4564-88e7-a054271abfc6
1077,Scotland,104000000028203,Woolplaw,n/a,n/a,Validated,Open ground,19FGS36038-001,3.75769489,7,97c8184d-3925-4187-bcee-6a523c0a610c
1078,Scotland,104000000028203,Woolplaw,n/a,n/a,Validated,Broadleaved (>80%),19FGS36038-001,1.28228219,7,406545af-943a-424e-9262-1f6f780fd66a
1079,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,20FGS53283,1.24158524,7,9ba6c122-193f-4969-bf6f-f5f414d0a99c
1080,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),20FGS53283,4.65239731,7,15c87fd0-17f6-4b34-8fab-75ab6068d70b
1081,England,104000000027093,Ivegill,103000000017207,Forest Carbon Group Scheme 12,Validated,Mixed predominantly broadleaved (50-80%),CS 817247,7.37965981,7,ae20797c-b56c-4253-8f2c-de163c867a73
1082,England,104000000027093,Ivegill,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,CS 817247,1.36222619,7,0dada0e9-1b56-4e12-b119-06918c582dc4
1083,Scotland,104000000027224,Talla & Gameshope 3,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),18FGS28678,9.12482992,7,4e080798-8288-4fa7-a0cf-f7dc2cdbbbc5
1084,Scotland,104000000027227,Glenapp,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),17FGS20417-001A,5.23495809,7,1a2fbd27-64be-41a6-8862-7bceb0df102c
1085,Scotland,104000000027227,Glenapp,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),17FGS20417-001A,28.81510468,7,a854241c-a5b7-48e8-a4d9-5d3c9e542754
1086,Scotland,104000000027227,Glenapp,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),17FGS20417-001A,88.04576457,7,0be2d27e-3940-4d8c-85a9-5e87a8f03788
1087,Scotland,104000000027227,Glenapp,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,17FGS20417-001A,20.05559146,7,6adec4cf-b9ba-4fab-bcbf-78f9ea1ce26d
1088,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS53283,11.56662661,7,ea07b2d9-0198-433b-a3d2-130b322e9f70
1089,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS53283,1.09132759,7,a2109e78-1a18-4c4e-a96e-f8878310601e
1090,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,20FGS53283,9.40565054,7,288c4c0a-e404-40ed-b17a-71c331193484
1091,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS53283,1.55264614,7,f6430d95-2d34-44fc-9da4-f20fff6aff64
1092,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS53283,0.96136443,7,fb27082d-2f5f-4411-bda9-3472ada4fcb0
1093,Scotland,104000000027218,Innerhadden,103000000017207,Forest Carbon Group Scheme 12,Validated,Existing woodland,20FGS48103-001,4.52483119,0,5987631e-ff64-4882-8911-107ac9524f73
1094,England,104000000011400,Baylis,103000000005245,The Heart of England Forest Group,Not Delivered,Broadleaved (>80%),EWGS 18461,14.77607689,1,a37955d6-350c-4e00-8777-7b8cd634af6f
1095,England,103000000004503,Castle Farm Wood,n/a,n/a,Not Delivered,Broadleaved (>80%),EWGS 17985,3.60071646,1,12e34e42-10a0-4f34-bc02-409a24cb1498
1096,England,104000000011399,Dorsington,103000000005245,The Heart of England Forest Group,Not Delivered,Broadleaved (>80%),EWGS 33964,48.83569056,1,8683719b-a6d1-4e16-bbb2-c7c0a6fc2926
1097,England,104000000011402,Grafton's Wood,103000000005245,The Heart of England Forest Group,Not Delivered,Broadleaved (>80%),EWGS 33600,7.5235741,1,46dec1c3-bd93-4332-ae5d-720f7e7428ba
1098,Scotland,103000000004449,Lergychoniebeg,n/a,n/a,Not Delivered,Broadleaved (>80%),RDC_RP 4704064 654 0008 4730735 S 02,176.70725238,1,4ad2ae69-daed-4e1c-abc1-611855944ec6
1099,England,103000000004458,Spernal Estate,n/a,n/a,Not Delivered,Broadleaved (>80%),"EWGS 23325, EWGS 19739",317.78402178,1,577e931e-e73d-476f-9336-a1fe8a274dd8
1100,England,104000000011401,Valendar,103000000005245,The Heart of England Forest Group,Not Delivered,Broadleaved (>80%),EWGS 29243,91.91497666,1,9327d276-8919-4aac-b832-f682826c4933
1101,England,103000000010677,Prince William of Glos Barracks,n/a,n/a,Not Delivered,Broadleaved (>80%),EWGS 27895,68.55313603,2,727312d6-5d01-4267-b3e0-a7a308053a61
1102,England,104000000011398,Spernal,103000000005245,The Heart of England Forest Group,Not Delivered,Broadleaved (>80%),"EWGS 368, EWGS 1973, EWGS 14924, EWGS 17347 others",438.48941143,2,3e326ee4-0952-46c6-99af-9eb1c35b066d
1103,Scotland,104000000027636,Ardlarach,n/a,n/a,Validated,Conifer (>80%),19FGS45483,12.7319598,7,bbbcbdc8-e0fd-48a2-8ea1-4c1d95aa53ee
1104,Scotland,104000000027636,Ardlarach,n/a,n/a,Validated,Broadleaved (>80%),19FGS45483,10.68534502,7,0ed95791-57d7-4a26-be8d-62c7a24da087
1105,Scotland,104000000027636,Ardlarach,n/a,n/a,Validated,Open ground,19FGS45483,3.46340511,7,aae10efb-da83-4c13-81c4-32c438b8a63d
1106,Scotland,104000000027636,Ardlarach,n/a,n/a,Validated,Existing woodland,19FGS45483,4.38415936,7,d3fee32e-fac1-4867-b7b7-a52df83e68d9
1107,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Conifer (>80%),19FGS39203,4.17511182,7,6599fa67-42e6-4b3f-808b-ce1016191685
1108,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Broadleaved (>80%),19FGS39203,0.37289983,7,e7a42e8c-d801-4479-8e5b-6644a40a4596
1109,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Conifer (>80%),19FGS39203,1.14725246,7,7872c34f-66c4-45c2-8ae1-148d1e6afaef
1110,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Conifer (>80%),19FGS39203,6.35388369,7,1f3f13d2-3ec4-4efb-b0d5-419b2d394bed
1111,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Conifer (>80%),19FGS39203,1.00123761,7,59bba573-7898-453b-abc4-d9ea688162fc
1112,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Conifer (>80%),19FGS39203,5.34833538,7,10717aa5-0334-4570-b1fd-a0904cd077fc
1113,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Broadleaved (>80%),19FGS39203,1.04881236,7,933a7fce-903d-48e8-8f2f-4a19054604e0
1114,Scotland,104000000027453,Kailzie,n/a,n/a,Under Development,Open ground,19FGS39203,1.93533076,7,66a0cac8-15f5-44f2-9419-d9b882609298
