OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
547,England,"104000000026375
",MKL Wood,103000000017157,Lonsdale Group 20/21,Validated,Open ground,No Grant,0.54337431,5,359ba5db-4c96-4411-99f6-9c2770bdf968
548,England,103000000004521,Maddies Wood,103000000000751,James Lonsdale Group (G0007),Validated,Broadleaved (>80%),"EWGS 30752, EWGS 30749",0.61297885,5,e9a80888-e3e4-462a-9c9e-9c882ce1452e
549,Scotland,104000000014894,Rig of Airie,n/a,n/a,Verified,Mixed predominantly conifer (50-80%),15FGS03174,2.49418009,5,04ab6054-ba5b-4dc2-8071-52084054b556
550,Wales,104000000012151,Coed y Foel,n/a,n/a,Verified,Existing woodland,Glastir A0035099,1.18756467,7,47773e23-032d-4163-9647-9bcee1b140cf
551,Wales,104000000012151,Coed y Foel,n/a,n/a,Verified,Open ground,Glastir A0035099,4.60160354,7,cf82cdbd-aa96-453e-ab5a-24db874f8c51
552,England,104000000026267,EE 2018,103000000017150,New Carbon Woodlands 1,Validated,Broadleaved (>80%),2019 CS 473826,5.44953603,6,c6638262-21e3-4fe2-8bb6-59e03c01706c
553,England,104000000026267,EE 2018,103000000017150,New Carbon Woodlands 1,Validated,Mixed predominantly broadleaved (50-80%),2019 CS 473826,16.93406838,6,ff717132-3654-4bd8-a9b5-4580ced909ba
554,Scotland,104000000026805,Corwar Farm,n/a,n/a,Validated,Conifer (>80%),19FGS38563,25.2938907,7,05d3d18b-6945-45d1-bbed-9ddb898d8951
555,Scotland,104000000026805,Corwar Farm,n/a,n/a,Validated,Broadleaved (>80%),19FGS38563,1.88912323,7,1e71da4d-6d60-4c0e-a52b-cbfad367a1fd
556,Scotland,104000000026805,Corwar Farm,n/a,n/a,Validated,Conifer (>80%),19FGS38563,2.9203126,7,63d9ae53-9bb9-41cd-910f-f1a874982027
557,Scotland,104000000026805,Corwar Farm,n/a,n/a,Validated,Conifer (>80%),19FGS38563,0.64541311,7,15beeaa5-9787-4415-8f05-6c82c36c92ff
558,Scotland,104000000026808,Burrance NWC 2,103000000017191,MSFLM Group 1,Validated,Conifer (>80%),18FGS30058,35.87823123,7,6d58d110-45f2-42d1-b2d5-ec0d7724ce13
559,Scotland,104000000026808,Burrance NWC 2,103000000017191,MSFLM Group 1,Validated,Broadleaved (>80%),18FGS30058,2.23914348,7,fe7a4450-3ff3-4c7a-9426-6efa402a9fd8
560,Scotland,104000000026808,Burrance NWC 2,103000000017191,MSFLM Group 1,Validated,Open ground,18FGS30058,4.58141528,7,be4fa510-d01e-44e4-a419-dd8a207db429
561,Scotland,104000000026808,Burrance NWC 2,103000000017191,MSFLM Group 1,Validated,Existing woodland,18FGS30058,1.04968862,7,dc607bc5-dca1-4849-b988-9344bcec1428
562,Wales,104000000027223,Bryn Arw,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),Unknown,61.30930168,7,ca5f6536-e67e-4474-9cf3-dc1e8336d9a3
563,England,104000000014111,Deenethorpe Estate,n/a,n/a,Validated,Broadleaved (>80%),"CS 300903; 450218 & 834919",37.1881198,7,d6f03864-4f30-4ded-8f12-7387885fd28a
564,England,104000000014111,Deenethorpe Estate,n/a,n/a,Validated,Mixed predominantly broadleaved (50-80%),"CS 300903; 450218 & 834919",12.17289628,7,1e4287ce-3ca5-42e9-a103-1e562d525f5a
565,England,104000000014111,Deenethorpe Estate,n/a,n/a,Validated,Conifer (>80%),"CS 300903; 450218 & 834919",4.2913921,7,013879ba-1a42-49ac-85c7-a9eb12447e80
566,Scotland,104000000027271,Constablewood Estate,n/a,n/a,Validated,Broadleaved (>80%),19FGS42326-001,17.90552079,7,1d03f7ce-3f28-49c5-ac42-5b4e4ed0503c
567,Scotland,104000000027271,Constablewood Estate,n/a,n/a,Validated,Broadleaved (>80%),19FGS42326-001,35.03684859,7,33948144-019b-4ed5-ae77-7d8d36189f82
568,Scotland,104000000027271,Constablewood Estate,n/a,n/a,Validated,Existing woodland,19FGS42326-001,0.28473282,7,b828e411-ce09-46d4-ba7a-bc353e51b7ec
569,Scotland,104000000027271,Constablewood Estate,n/a,n/a,Validated,Open ground,19FGS42326-001,0.6496404,7,9672dcd5-9699-4dd2-b418-2b6ebaff5909
570,England,104000000026816,Sarah's Wood,103000000017157,Lonasdale Group 20/21,Validated,Broadleaved (>80%),EWCO 02 21_22,19.30047248,7,4415cec6-82f3-48de-b35f-88c767b7df0d
571,Wales,103000000010678,Ffos Las,n/a,n/a,Verified,Existing woodland,P0000126,1.96032604,7,221289a4-809e-4a56-84f1-95c8d0e89b06
572,Wales,103000000010678,Ffos Las,n/a,n/a,Verified,Broadleaved (>80%),P0000126,31.372085,7,6a734e6a-a3f4-4409-ac00-2afecbde104a
573,Wales,103000000010678,Ffos Las,n/a,n/a,Verified,Open ground,P0000126,15.97964336,7,dfa8785c-202d-4126-acb0-7aa1963baf5e
574,Scotland,104000000027083,Acheilidh,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),18FGS35101-001,49.73388143,7,210edc12-54ea-4429-a1e8-b77137ae6d4c
575,Scotland,104000000027083,Acheilidh,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),18FGS35101-001,44.88499543,7,b721d038-2de7-4e58-9b84-23169a246fdb
576,Scotland,104000000027083,Acheilidh,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,18FGS35101-001,81.69501444,7,8e5349d8-7b9f-4937-9813-f43b0cc3d545
577,Scotland,104000000026824,Auchenleck,n/a,n/a,Validated,Conifer (>80%),18FGS29558-001,34.60479703,7,f187764c-9373-4109-a891-47d337c84ddc
578,Scotland,104000000026824,Auchenleck,n/a,n/a,Validated,Broadleaved (>80%),18FGS29558-001,2.30299741,7,243c2cfc-0877-466f-a109-3354ccbb68de
579,Scotland,104000000026824,Auchenleck,n/a,n/a,Validated,Open ground,18FGS29558-001,6.84800923,7,5f02ac56-dd2f-4d7e-88c7-0d487babdb22
580,England,104000000026261,Avon Wood (Harding),103000000017252,"Bromborough, Brown, Harding",Validated,Open ground,HS2 WF 02 17_18,5.23355604,7,914755c0-6481-4c6c-9f1a-c2c95071d5b7
581,England,104000000026261,Avon Wood (Harding),103000000017252,"Bromborough, Brown, Harding",Validated,Broadleaved (>80%),HS2 WF 02 17_18,7.68591542,7,fa2b882a-722c-4945-9d89-672e9d020e6c
582,Scotland,104000000026950,Auchenleith,n/a,n/a,Validated,Broadleaved (>80%),20FGS48143,10.90638011,7,2742ef8b-ee92-45e6-8bbf-32a7fba8dba9
583,Scotland,104000000026950,Auchenleith,n/a,n/a,Validated,Conifer (>80%),20FGS48143,50.50278572,7,2a2032cd-32e9-4714-83f8-fc6811c10ba5
584,Scotland,104000000026950,Auchenleith,n/a,n/a,Validated,Open ground,20FGS48143,22.00891968,7,9dc510e3-e792-4d61-b14c-f11f0d958968
585,Scotland,104000000027328,Auchengilsie,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Open ground,19FGS39583-001,7.65346278,7,a1a73310-4745-4227-8319-b4857e6c4f5c
586,Scotland,104000000027328,Auchengilsie,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Broadleaved (>80%),19FGS39583-001,18.54044905,7,dc36ba38-5a7d-4852-8aba-053e1e708a38
587,Scotland,104000000027328,Auchengilsie,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Conifer (>80%),19FGS39583-001,28.55566613,7,9f96bd4d-2a8b-4657-a33f-45ae06abbf1c
588,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS45383,7.85471254,7,fc7f5fc8-3c00-480a-b0db-565bca4eeb64
589,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS45383,6.77580972,7,b9a3749c-26f5-4738-9097-e5ef1cc35836
590,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group 10,Validated,Existing woodland,19FGS45383,1.23459553,7,4c32430a-188e-488a-900a-f0d6bb0a6a68
591,Scotland,104000000027026,Braomisaig Woodland Creation Planting,n/a,n/a,Validated,Open ground,20FGS48083-001,11.56502508,7,e6442c94-50f1-4d74-85cb-e1acc213bb59
592,Scotland,104000000027026,Braomisaig Woodland Creation Planting,n/a,n/a,Validated,Broadleaved (>80%),20FGS48083-001,8.38397855,7,957652bb-d110-4aba-bae4-e2de5b74ccc1
593,Scotland,104000000027026,Braomisaig Woodland Creation Planting,n/a,n/a,Validated,Natural regeneration,20FGS48083-001,36.99707307,7,7e1ef3a0-113b-4d79-bc27-bd066f2405d8
594,Scotland,104000000027026,Braomisaig Woodland Creation Planting,n/a,n/a,Validated,Existing woodland,20FGS48083-001,7.3073998,7,8edaee4e-aa23-430a-8dfe-19f966a81d68
595,Scotland,104000000027097,Creag Bhuidhe,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),19FGS44883,32.11509687,7,0236b5f7-d795-4160-a9e7-0b2bb9a993d9
596,Scotland,104000000027097,Creag Bhuidhe,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),19FGS44883,32.5852053,7,21491895-6486-4255-a504-44b57e9a6f04
597,Scotland,104000000027097,Creag Bhuidhe,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,19FGS44883,9.74063542,7,ada1ec7f-89d1-4ed8-88c9-404534095ead
598,Scotland,104000000016096,Damhead,n/a,n/a,Validated,Broadleaved (>80%),"19FGS43723, 20FGS46426",32.32308911,7,6d6e3742-64f0-475c-91da-67432bee95a4
599,Scotland,104000000016096,Damhead,n/a,n/a,Validated,Conifer (>80%),"19FGS43723, 20FGS46426",157.12624865,7,6af07e65-23b0-4285-9eb2-0f330ccdf3c9
600,Scotland,104000000016096,Damhead,n/a,n/a,Validated,Mixed predominantly conifer (50-80%),"19FGS43723, 20FGS46426",62.0203133,7,9c160864-6218-443d-bc8d-9e2ed8e5c1da
601,Scotland,104000000016096,Damhead,n/a,n/a,Validated,Existing woodland,"19FGS43723, 20FGS46426",5.62425197,7,89469c4d-7fd4-41a3-ac5f-b2bb62291855
602,Scotland,104000000016096,Damhead,n/a,n/a,Validated,Open ground,"19FGS43723, 20FGS46426",69.22801219,7,b686dc9a-baa1-4463-8911-fa9250d87aad
603,Nothern Ireland,104000000027202,Breckenhill,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),Small WGS  1019,1.05167434,7,57929f74-8a7f-4b7a-8413-dd24a40e6772
604,Scotland,104000000027176,Barnhill,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Broadleaved (>80%),No Grant,45.47208714,7,9be3344e-710e-4913-b347-81b960dc7d90
605,Scotland,104000000027176,Barnhill,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Conifer (>80%),No Grant,40.53614394,7,843b6bb2-e517-40a6-b481-981f2c43fbef
606,Scotland,104000000027113,Bandirran,n/a,n/a,Validated,Existing woodland,18FGS32878-001,7.95624693,7,f6a72621-90a2-4486-a31f-9850ae15dc6b
607,Scotland,104000000027113,Bandirran,n/a,n/a,Validated,Open ground,18FGS32878-001,4.22122413,7,9d6e85df-ad63-40ce-83a2-fb658d7cc5c8
608,Scotland,104000000027113,Bandirran,n/a,n/a,Validated,Broadleaved (>80%),18FGS32878-001,4.13586623,7,b560c59e-d588-405f-a5f2-6af1681188b7
609,Scotland,104000000027113,Bandirran,n/a,n/a,Validated,Conifer (>80%),18FGS32878-001,7.09320225,7,70cab488-713f-4fda-8b0a-fe2ca909079d
610,Scotland,104000000026629,Dalfoil Farm,n/a,n/a,Validated,Conifer (>80%),17FGS19777,114.9682938,7,b0a1513b-8573-4da3-aa40-e5213c590318
611,Scotland,104000000026629,Dalfoil Farm,n/a,n/a,Validated,Broadleaved (>80%),17FGS19777,10.97464902,7,7875c692-5ba9-4185-a1e1-98780a8c4270
612,Scotland,104000000026629,Dalfoil Farm,n/a,n/a,Validated,Open ground,17FGS19777,34.16634198,7,13f794fa-7f8f-4ca9-b443-da9ff3aada29
613,England,104000000027004,Bromborough P2019,103000000017252,"Bromborough, Brown, Harding",Validated,Broadleaved (>80%),HS2 WF 10 17_18,9.29772569,7,4581c376-a270-460a-85e6-dd8049af6101
614,England,104000000027004,Bromborough P2019,103000000017252,"Bromborough, Brown, Harding",Validated,Open ground,HS2 WF 10 17_18,0.38563104,7,744358ce-db39-4338-98ba-0f784ba526aa
615,Scotland,104000000026929,Bamff Woodland Creation Scheme,n/a,n/a,Validated,Broadleaved (>80%),18FGS26498-002,58.95893281,7,89752dec-0fd4-4efe-b2d7-d7e28771b66e
616,Scotland,104000000026929,Bamff Woodland Creation Scheme,n/a,n/a,Validated,Mixed predominantly conifer (50-80%),18FGS26498-002,20.73167374,7,0ec68345-e9c5-4fdf-9440-f4734e245ce2
617,Scotland,104000000026929,Bamff Woodland Creation Scheme,n/a,n/a,Validated,Open ground,18FGS26498-002,37.2946679,7,9003378e-c0b0-460e-bcea-02cb72a7dff8
618,Scotland,104000000026547,Coire Fhearnasdail,n/a,n/a,Validated,Open ground,17FGS14381,65.02591482,7,b779ac98-73b0-49ce-a2c1-a11a75df4b6d
619,Scotland,104000000026547,Coire Fhearnasdail,n/a,n/a,Validated,Natural regeneration,17FGS14381,1.88001507,7,7dccd79c-5cf6-4c18-b6c8-85dbfcbc1022
620,Scotland,104000000026547,Coire Fhearnasdail,n/a,n/a,Validated,Broadleaved (>80%),17FGS14381,60.74819439,7,1c7b4623-b100-4bf4-b203-04dc3e496cdf
621,Scotland,104000000026547,Coire Fhearnasdail,n/a,n/a,Validated,Broadleaved (>80%),17FGS14381,85.10298222,7,4ed148d0-e72a-4c61-9a1d-ed8e1efe1803
622,Scotland,104000000026547,Coire Fhearnasdail,n/a,n/a,Validated,Conifer (>80%),17FGS14381,73.58251421,7,86ae73c0-c4d9-494e-a5e9-8e0150698311
623,Scotland,104000000026547,Coire Fhearnasdai,n/a,n/a,Validated,Conifer (>80%),17FGS14381,84.4066352,7,13dd0f0e-f93d-4e17-9dcd-89a759a7ad54
624,Scotland,104000000027176,Barnhill,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Open ground,No Grant,80.6293627,7,4beab985-8fd4-4344-bc9b-67fddf84ec1c
625,Scotland,104000000027176,Barnhill,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Existing woodland,No Grant,0.64587816,7,7e6f657a-6d83-4abd-8da5-e0fe8bf9bc33
626,Scotland,104000000026918,Creag an Fhithich,n/a,n/a,Validated,Open ground,17FGS24317,5.26989548,7,33e31278-46ad-40cb-a70a-73a4d7c13d0d
627,Scotland,104000000026918,Creag an Fhithich,n/a,n/a,Validated,Broadleaved (>80%),17FGS24317,12.05474158,7,f079bfd3-ddc3-4de8-b000-706caf51c0b1
628,Scotland,104000000026918,Creag an Fhithich,n/a,n/a,Validated,Conifer (>80%),17FGS24317,6.1364118,7,b7ac3a69-ca1c-4ee9-8372-d5dadfb65bc1
629,Scotland,104000000027968,Corriegarth,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,63.05141335,7,369eaa70-5df9-46f6-96e2-3f1205d89bc9
630,Scotland,104000000027968,Corriegarth,n/a,n/a,Under Development,Open ground,Unknown,55.08259547,7,530e0222-42ae-4df9-93a7-4c5647bac6f3
631,England,104000000026947,EE 2020,103000000017150,New Carbon Woodlands 1,Validated,Mixed predominantly broadleaved (50-80%),CS 667791,3.57274416,7,c1d96741-eb86-4085-b783-77ab10cf1dab
632,Scotland,104000000026887,R 2020 LY,103000000017150,New Carbon Woodlands 1,Validated,Open ground,18FGS32258-001,15.25777242,7,e691439f-c453-4407-b919-476f15d4ce43
633,Scotland,104000000026745,Meall Gorm,n/a,n/a,Validated,Open ground,18FGS26878,137.66086336,7,07bbc90e-e12c-4cc3-b393-99c67f168d88
634,Scotland,104000000026745,Meall Gorm,n/a,n/a,Validated,Conifer (>80%),18FGS26878,70.23532498,7,7a35fe76-80a1-4c73-9060-fd46b8019abf
635,Scotland,104000000026745,Meall Gorm,n/a,n/a,Validated,Broadleaved (>80%),18FGS26878,59.90462622,7,2d169068-1079-4a65-95c1-9613597850be
636,England,104000000026727,Lowther 3,103000000017181,Forest Carbon Group 10,Validated,Open ground,106283995/AG00782012/625733/HTAGRI AREA 2,169.04162454,7,b29d81f4-f6d9-4bd9-99c8-e4f638fdee8b
637,England,104000000026727,Lowther 3,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),106283995/AG00782012/625733/HTAGRI AREA 2,47.2286945,7,766d6423-994e-4bfc-8e5a-e6651e79a4db
638,Scotland,104000000026728,Mary Ann’s,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),18FGS34087,38.10901723,7,55b1bb90-59e4-4e1a-8bd6-102b302bd5c3
639,Scotland,104000000026728,Mary Ann’s,103000000017181,Forest Carbon Group 10,Validated,Open ground,18FGS34087,11.98413315,7,58d09eac-458d-4a1a-8b63-61455e83370e
640,Scotland,104000000026718,Oban Trumisgarry,103000000017181,Forest Carbon Group 10,Validated,Mixed predominantly broadleaved (50-80%),19FGS36818,2.48828116,7,919edd98-2a8e-455b-8897-a9b146a9de39
641,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS36578-003,1.6582279,7,a620caca-2b06-41ea-a481-1c6fc44bcd01
642,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group 10,Validated,Open ground,18FGS33502,6.98069571,7,e6259008-20e1-417a-97e5-661a785b6562
643,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),18FGS33502,5.17555606,7,1b5a78b2-74a6-462c-b987-2b5cd4c1a190
644,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),18FGS33502,11.59126182,7,d10608cd-6626-436a-9d8d-8371609011ed
645,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group 10,Validated,Existing woodland,18FGS33502,1.08835815,7,07975aa6-369e-4f27-91ac-eedd89240c3d
646,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS41123,32.88211003,7,227c212d-2fb6-4754-8afb-18079d643bec
647,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group 10,Validated,Mixed predominantly conifer (50-80%),19FGS41123,25.15941653,7,c0ede0a2-cf7f-471c-a0df-9bc22e91fd10
648,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS41123,38.92048134,7,c218cb5b-9afe-4ee0-ac23-16013470a670
649,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),19FGS41123,25.07120216,7,92c11b63-30d1-4f96-99fb-33ef1c871603
650,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),17FGS21321,34.24228417,7,8d2f4532-d6e3-4a64-b891-d37dd2172eb7
651,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),17FGS21321,20.42832484,7,c776fa08-555e-441d-9fc8-2c79389bdcd8
652,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group 10,Validated,Open ground,17FGS21321,34.77794851,7,eda9ff14-177a-4023-bd3e-28bedd513a4b
653,Scotland,104000000026718,Oban Trumisgarry,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),19FGS36818,0.51950286,7,19f26ce5-3503-4ea1-b9a9-4c1bad3c9ac0
654,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS36578-003,1.78341766,7,da4093c7-b264-4ee7-bdbd-208d8c2e1437
655,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS36578-003,0.21107172,7,131e75f6-026f-4e14-96b2-4ef139ee873f
656,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),19FGS36578-003,5.22105147,7,1d72e84c-f31b-409f-b4cb-65a52372e818
657,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),19FGS36578-003,2.43364464,7,d4ba1ee2-bcf5-4a9f-918b-90747a79f573
658,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS36578-003,0.48205925,7,1b24dbf4-358e-4dcf-b4a1-aabed1db6a0c
659,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS36578-003,0.31077738,7,3b188f7f-3658-4e95-b0ed-c957187d2014
660,Scotland,104000000026731,Purgarvie,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS36578-003,0.12057601,7,c448e0e3-61fe-4a0d-928e-69988417e208
661,Scotland,104000000027085,Easter Langlee,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),19FGS43263,1.7769443,7,f7b9c7ff-9af8-4f4f-8c62-120301bf85b8
662,Scotland,104000000027085,Easter Langlee,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,19FGS43263,0.31765821,7,ab7e4965-7c28-43b7-8ab4-0d50bccc08f7
663,Scotland,104000000027090,Hagbrae,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS49263,13.09456451,7,2f4a68e0-4949-4076-86be-c2ae0dd942f6
664,Scotland,104000000027090,Hagbrae,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),20FGS49263,2.8398756,7,f75f7c47-d826-4be3-b22c-c2ce5684a4b2
665,Scotland,104000000027090,Hagbrae,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,20FGS49263,3.20273376,7,25703839-aa8e-499c-98f9-7b69e884c1bf
666,Scotland,104000000027091,Hawkshaw,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),19FGS43383,26.07573843,7,52bab6ba-36b4-4cc6-b603-80e387afb439
667,Scotland,104000000027091,Hawkshaw,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,19FGS43383,24.99057761,7,49725208-e63d-48c8-a6cd-adb4f1a26fec
668,Scotland,104000000027092,Inchkeith,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),19FGS43523,2.45110739,7,bcdcf352-5f92-44d5-94de-02af56211ac3
669,Scotland,104000000027092,Inchkeith,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),19FGS43523,8.12174076,7,74faa840-66ca-4c08-84f3-07315d506382
670,Scotland,104000000027092,Inchkeith,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,19FGS43523,0.22573378,7,525f5645-62c4-49b7-9dc1-1d41c751e987
671,England,104000000027094,Lowther 4,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,CSHT 106283995,111.51451575,7,d6401a9d-818e-4449-8752-11228ea80ebb
672,England,104000000027094,Lowther 4,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),CSHT 106283995,31.53210104,7,ead7f9cf-30ff-4687-b29f-c78b32e5c331
673,England,104000000027094,Lowther 4,103000000017204,Forest Carbon Group Scheme 11,Validated,Natural regeneration,CSHT 106283995,51.71185901,7,bc19934a-bbdc-44b9-bb9e-c3ce588fef00
674,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,20FGS50846,1.0073268,7,cb57fb0d-df16-4d9b-8c7e-8f848051c50b
675,Scotland,104000000027095,Maryfield Farm,103000000017204,Forest Carbon Group Scheme 11,Validated,Existing woodland,20FGS50846,4.37505964,7,1bcbda2c-401f-411b-b425-5813609f3602
676,Scotland,104000000027086,Rhanic Croft,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),19FGS38903-001,53.66889633,7,9346ab99-bdfc-44cf-8fdd-a4fbf3fb1195
677,Scotland,104000000027086,Rhanic Croft,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),19FGS38903-001,3.70455486,7,af9103d4-c83c-41cb-881c-79f3cb818a01
678,Scotland,104000000027086,Rhanic Croft,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,19FGS38903-001,7.83682468,7,6570568c-341d-4e4b-b607-7dfe30a83edf
679,Scotland,104000000027096,Shaw Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Conifer (>80%),20FGS51423-001,9.52134817,7,7006d402-eedc-4154-b39d-9fea5efbf13a
680,Scotland,104000000027096,Shaw Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS51423-001,0.85959369,7,38e5cf96-988a-49b6-b421-ec551c5e9720
681,Scotland,104000000027096,Shaw Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Mixed predominantly conifer (50-80%),20FGS51423-001,0.82581921,7,1c923320-d6a2-4efa-b3d3-4f796667c467
682,Scotland,104000000027096,Shaw Hill,103000000017204,Forest Carbon Group Scheme 11,Validated,Open ground,20FGS51423-001,2.29626756,7,e4e577f5-d07a-4135-bdcb-f33b9eac6d8d
683,Scotland,104000000027201,Sliddery Shore,103000000017204,Forest Carbon Group Scheme 11,Validated,Broadleaved (>80%),20FGS50063-001,2.08404481,7,f359c21c-bd74-4dc0-b403-25e8b38c2884
684,Scotland,104000000027273,Glengarry Fhudair Cia-aig,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Mixed predominantly conifer (50-80%),No Grant,69.12319579,7,7e004855-20c1-4668-8889-7269ec737f91
685,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Mixed predominantly broadleaved (50-80%),No Grant,42.65878872,7,083a8b2f-5149-4f43-95de-3808b811524a
686,Scotland,104000000027316,Longart,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Broadleaved (>80%),No Grant,3.46363516,7,0e5add83-c1ff-4e79-bd2c-07124182ac4d
687,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Open ground,No Grant,16.54273387,7,b41ed405-c17d-4726-816a-3c8d8b7614aa
688,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Conifer (>80%),No Grant,37.54353777,7,b87bb191-1348-460b-9d4f-fc618a251d7c
689,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Broadleaved (>80%),No Grant,7.17582796,7,1e54fbbd-e687-4806-bb07-06b8ab52ea74
690,England,104000000015327,Glebe Farm Wood (Brown),103000000017252,"Bromborough, Brown, Harding",Validated,Broadleaved (>80%),CS 463996,16.01994849,7,a8d17883-240b-45c9-8207-22307100ab01
691,England,104000000015327,Glebe Farm Wood (Brown),103000000017252,"Bromborough, Brown, Harding",Validated,Existing woodland,CS 463996,0.47675156,7,4a2d1205-3bc4-421d-81d4-2e51d8592ae8
692,England,104000000015327,Glebe Farm Wood (Brown),103000000017252,"Bromborough, Brown, Harding",Validated,Open ground,CS 463996,3.3289649,7,8047b47c-9739-4e9e-9ab7-479882234529
693,Scotland,104000000027075,Muirfoot,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Broadleaved (>80%),"17FGS20717-001A, 17FGS20717-004",13.68955796,7,45885ce7-f0a8-4008-bd3f-6d4c8631d6ac
694,Scotland,104000000027075,Muirfoot,103000000017255,"Auchengilsie, Muirfoot, Roughside & Stoneyhill",Validated,Conifer (>80%),"17FGS20717-001A, 17FGS20717-004",66.77231751,7,53e776c7-a615-4995-a655-3bca4911e4df
